label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Health,1173,558,120,158,1092790_20260426012616_1.png,2560,1600
Sigil,1088,1238,138,133,1092790_20260426012616_1.png,2560,1600
Sigil,990,1316,136,133,1092790_20260426012616_1.png,2560,1600
Attack,1836,550,118,186,1092790_20260426012616_1.png,2560,1600
Attack,1883,1243,120,216,1092790_20260426012616_1.png,2560,1600
Attack,904,1253,105,216,1092790_20260426012616_1.png,2560,1600
Card,914,166,419,572,1092790_20260426012616_1.png,2560,1600
Card,1803,174,439,577,1092790_20260426012616_1.png,2560,1600
Card,1825,811,492,673,1092790_20260426012616_1.png,2560,1600
Card,884,801,457,678,1092790_20260426012616_1.png,2560,1600
Attack,1876,1248,120,213,1092790_20260426012647_1.png,2560,1600
Attack,907,1243,98,226,1092790_20260426012647_1.png,2560,1600
Attack,1394,1248,103,211,1092790_20260426012647_1.png,2560,1600
Health,2174,1253,125,193,1092790_20260426012647_1.png,2560,1600
Health,1165,548,131,173,1092790_20260426012647_1.png,2560,1600
Health,1692,1253,118,186,1092790_20260426012647_1.png,2560,1600
Health,1206,1251,113,188,1092790_20260426012647_1.png,2560,1600
Sigil,1514,1266,173,163,1092790_20260426012647_1.png,2560,1600
Sigil,1090,1238,125,136,1092790_20260426012647_1.png,2560,1600
Sigil,1005,1313,120,141,1092790_20260426012647_1.png,2560,1600
Card,892,806,444,665,1092790_20260426012647_1.png,2560,1600
Card,904,164,432,587,1092790_20260426012647_1.png,2560,1600
Card,1359,806,459,673,1092790_20260426012647_1.png,2560,1600
Card,1828,809,489,673,1092790_20260426012647_1.png,2560,1600
Card,877,806,459,675,1092790_20260426013206_1.png,2560,1600
Card,1846,804,489,690,1092790_20260426013206_1.png,2560,1600
Card,902,141,444,622,1092790_20260426013206_1.png,2560,1600
Card,1366,174,422,580,1092790_20260426013206_1.png,2560,1600
Health,1665,558,113,163,1092790_20260426013206_1.png,2560,1600
Health,1211,535,115,166,1092790_20260426013206_1.png,2560,1600
Health,2132,1253,148,186,1092790_20260426013206_1.png,2560,1600
Health,1196,1248,128,188,1092790_20260426013206_1.png,2560,1600
Sigil,1487,563,171,153,1092790_20260426013206_1.png,2560,1600
Sigil,1030,538,171,158,1092790_20260426013206_1.png,2560,1600
Sigil,1085,1248,141,115,1092790_20260426013206_1.png,2560,1600
Sigil,990,1313,128,138,1092790_20260426013206_1.png,2560,1600
Attack,919,538,98,198,1092790_20260426013206_1.png,2560,1600
Attack,1386,553,100,193,1092790_20260426013206_1.png,2560,1600
Attack,899,1243,100,226,1092790_20260426013206_1.png,2560,1600
Card,1366,809,454,665,1092790_20260426013341_1.png,2560,1600
Card,1836,811,469,668,1092790_20260426013341_1.png,2560,1600
Card,1356,144,442,627,1092790_20260426013341_1.png,2560,1600
Card,889,801,447,685,1092790_20260426013341_1.png,2560,1600
Health,1650,1245,128,188,1092790_20260426013341_1.png,2560,1600
Health,2139,1251,136,196,1092790_20260426013341_1.png,2560,1600
Health,1672,540,115,161,1092790_20260426013341_1.png,2560,1600
Health,1201,1253,120,173,1092790_20260426013341_1.png,2560,1600
Sigil,1035,1258,156,178,1092790_20260426013341_1.png,2560,1600
Sigil,1497,535,166,161,1092790_20260426013341_1.png,2560,1600
Attack,1381,543,105,206,1092790_20260426013341_1.png,2560,1600
Attack,909,1253,103,221,1092790_20260426013341_1.png,2560,1600
Attack,1833,558,105,188,1092790_20260426013419_1.png,2560,1600
Health,2107,555,118,161,1092790_20260426013419_1.png,2560,1600
Health,1650,1256,131,183,1092790_20260426013419_1.png,2560,1600
Health,2172,1248,128,196,1092790_20260426013419_1.png,2560,1600
Health,1201,540,123,166,1092790_20260426013419_1.png,2560,1600
Health,1201,1248,123,193,1092790_20260426013419_1.png,2560,1600
Sigil,1035,540,166,161,1092790_20260426013419_1.png,2560,1600
Sigil,1943,553,161,168,1092790_20260426013419_1.png,2560,1600
Sigil,2006,1253,153,183,1092790_20260426013419_1.png,2560,1600
Sigil,1022,1253,178,188,1092790_20260426013419_1.png,2560,1600
Attack,907,1248,105,216,1092790_20260426013419_1.png,2560,1600
Attack,1878,1248,118,216,1092790_20260426013419_1.png,2560,1600
Attack,919,538,98,198,1092790_20260426013419_1.png,2560,1600
Card,899,144,437,617,1092790_20260426013419_1.png,2560,1600
Card,1790,174,457,582,1092790_20260426013419_1.png,2560,1600
Card,1828,804,492,680,1092790_20260426013419_1.png,2560,1600
Card,1359,801,472,673,1092790_20260426013419_1.png,2560,1600
Card,879,801,457,683,1092790_20260426013419_1.png,2560,1600
Card,455,169,427,582,1092790_20260426013514_1.png,2560,1600
Card,395,801,459,683,1092790_20260426013514_1.png,2560,1600
Card,889,799,447,678,1092790_20260426013514_1.png,2560,1600
Card,1361,806,447,663,1092790_20260426013514_1.png,2560,1600
Card,1843,806,482,670,1092790_20260426013514_1.png,2560,1600
Attack,407,1253,120,221,1092790_20260426013514_1.png,2560,1600
Attack,899,1253,105,221,1092790_20260426013514_1.png,2560,1600
Attack,1876,1256,118,213,1092790_20260426013514_1.png,2560,1600
Attack,470,550,110,186,1092790_20260426013514_1.png,2560,1600
Health,1642,1248,136,191,1092790_20260426013514_1.png,2560,1600
Health,2174,1251,131,186,1092790_20260426013514_1.png,2560,1600
Health,751,555,120,171,1092790_20260426013514_1.png,2560,1600
Health,1196,1248,125,191,1092790_20260426013514_1.png,2560,1600
Health,714,1251,125,193,1092790_20260426013514_1.png,2560,1600
Sigil,1030,1256,158,191,1092790_20260426013514_1.png,2560,1600
Sigil,586,553,163,171,1092790_20260426013514_1.png,2560,1600
Sigil,1999,1258,171,161,1092790_20260426013514_1.png,2560,1600
Sigil,2001,1253,158,183,1092790_20260426014011_1.png,2560,1600
Sigil,1492,563,166,146,1092790_20260426014011_1.png,2560,1600
Sigil,588,555,166,171,1092790_20260426014011_1.png,2560,1600
Attack,1381,553,105,196,1092790_20260426014011_1.png,2560,1600
Attack,1830,548,118,188,1092790_20260426014011_1.png,2560,1600
Attack,1878,1248,120,221,1092790_20260426014011_1.png,2560,1600
Attack,1394,1248,113,216,1092790_20260426014011_1.png,2560,1600
Attack,473,548,115,193,1092790_20260426014011_1.png,2560,1600
Health,2104,550,123,166,1092790_20260426014011_1.png,2560,1600
Health,2177,1248,118,193,1092790_20260426014011_1.png,2560,1600
Health,1685,1248,118,191,1092790_20260426014011_1.png,2560,1600
Health,1652,553,110,163,1092790_20260426014011_1.png,2560,1600
Health,754,550,115,168,1092790_20260426014011_1.png,2560,1600
Card,1366,809,444,670,1092790_20260426014011_1.png,2560,1600
Card,1836,801,489,668,1092790_20260426014011_1.png,2560,1600
Card,1803,169,442,582,1092790_20260426014011_1.png,2560,1600
Card,1354,166,424,590,1092790_20260426014011_1.png,2560,1600
Card,458,164,437,582,1092790_20260426014011_1.png,2560,1600
Card,869,791,467,685,1092790_20260426014128_1.png,2560,1600
Card,1838,801,479,683,1092790_20260426014128_1.png,2560,1600
Health,1201,1251,120,191,1092790_20260426014128_1.png,2560,1600
Health,2177,1248,125,186,1092790_20260426014128_1.png,2560,1600
Sigil,2064,1243,128,120,1092790_20260426014128_1.png,2560,1600
Sigil,1974,1313,136,138,1092790_20260426014128_1.png,2560,1600
Sigil,1010,1261,181,178,1092790_20260426014128_1.png,2560,1600
Attack,1873,1243,118,213,1092790_20260426014128_1.png,2560,1600
Attack,892,1243,113,233,1092790_20260426014128_1.png,2560,1600
Health,1617,553,131,156,1092790_20260426014642_1.png,2560,1600
Health,2137,1253,133,183,1092790_20260426014642_1.png,2560,1600
Sigil,1953,1266,183,161,1092790_20260426014642_1.png,2560,1600
Card,1359,169,437,582,1092790_20260426014642_1.png,2560,1600
Card,1830,806,477,668,1092790_20260426014642_1.png,2560,1600
Card,395,789,454,688,1092790_20260426014818_1.png,2560,1600
Card,458,159,432,592,1092790_20260426014818_1.png,2560,1600
Card,909,164,429,587,1092790_20260426014818_1.png,2560,1600
Card,1364,174,409,572,1092790_20260426014818_1.png,2560,1600
Card,1800,159,429,587,1092790_20260426014818_1.png,2560,1600
Card,1371,806,429,670,1092790_20260426014818_1.png,2560,1600
Card,1825,801,482,675,1092790_20260426014818_1.png,2560,1600
Health,2139,1253,125,198,1092790_20260426014818_1.png,2560,1600
Health,1690,1253,120,181,1092790_20260426014818_1.png,2560,1600
Health,714,1248,125,198,1092790_20260426014818_1.png,2560,1600
Health,751,550,110,163,1092790_20260426014818_1.png,2560,1600
Health,1615,550,131,166,1092790_20260426014818_1.png,2560,1600
Sigil,1921,375,193,163,1092790_20260426014818_1.png,2560,1600
Sigil,1948,1263,178,161,1092790_20260426014818_1.png,2560,1600
Sigil,1012,352,208,186,1092790_20260426014818_1.png,2560,1600
Sigil,578,550,163,163,1092790_20260426014818_1.png,2560,1600
Sigil,528,1253,186,171,1092790_20260426014818_1.png,2560,1600
Sigil,1482,1316,136,141,1092790_20260426014818_1.png,2560,1600
Sigil,1574,1243,128,120,1092790_20260426014818_1.png,2560,1600
Attack,1394,1248,103,218,1092790_20260426014818_1.png,2560,1600
Attack,475,550,103,201,1092790_20260426014818_1.png,2560,1600
Attack,407,1251,125,218,1092790_20260426014818_1.png,2560,1600
Attack,473,545,105,196,1092790_20260426014928_1.png,2560,1600
Attack,397,1243,115,231,1092790_20260426014928_1.png,2560,1600
Attack,1396,1238,103,228,1092790_20260426014928_1.png,2560,1600
Health,749,550,123,171,1092790_20260426014928_1.png,2560,1600
Health,1685,1245,123,198,1092790_20260426014928_1.png,2560,1600
Health,704,1248,128,193,1092790_20260426014928_1.png,2560,1600
Health,1627,548,108,171,1092790_20260426014928_1.png,2560,1600
Sigil,1040,365,183,171,1092790_20260426014928_1.png,2560,1600
Sigil,1911,370,191,156,1092790_20260426014928_1.png,2560,1600
Sigil,523,1263,176,181,1092790_20260426014928_1.png,2560,1600
Sigil,1562,1238,143,123,1092790_20260426014928_1.png,2560,1600
Sigil,1487,1301,115,153,1092790_20260426014928_1.png,2560,1600
Card,470,166,424,585,1092790_20260426014928_1.png,2560,1600
Card,387,799,462,690,1092790_20260426014928_1.png,2560,1600
Card,912,169,429,580,1092790_20260426014928_1.png,2560,1600
Card,1356,169,422,572,1092790_20260426014928_1.png,2560,1600
Card,1364,806,454,675,1092790_20260426014928_1.png,2560,1600
Card,1800,174,439,570,1092790_20260426014928_1.png,2560,1600
label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Card,912,169,422,590,1092790_20260427003810_1.png,2560,1600
Card,1361,171,412,585,1092790_20260427003810_1.png,2560,1600
Card,1798,169,447,572,1092790_20260427003810_1.png,2560,1600
Card,1830,809,479,673,1092790_20260427003810_1.png,2560,1600
Card,1364,806,454,670,1092790_20260427003810_1.png,2560,1600
Card,887,806,452,668,1092790_20260427003810_1.png,2560,1600
Sigil,1479,365,193,173,1092790_20260427003810_1.png,2560,1600
Sigil,1037,560,168,153,1092790_20260427003810_1.png,2560,1600
Sigil,1032,1248,168,186,1092790_20260427003810_1.png,2560,1600
Sigil,1999,1256,176,178,1092790_20260427003810_1.png,2560,1600
Sigil,2011,550,125,113,1092790_20260427003810_1.png,2560,1600
Sigil,1923,605,136,113,1092790_20260427003810_1.png,2560,1600
Attack,1389,1243,120,226,1092790_20260427003810_1.png,2560,1600
Attack,1833,548,120,178,1092790_20260427003810_1.png,2560,1600
Attack,1883,1256,120,208,1092790_20260427003810_1.png,2560,1600
Attack,929,550,110,191,1092790_20260427003810_1.png,2560,1600
Attack,897,1253,118,211,1092790_20260427003810_1.png,2560,1600
Health,1672,1243,141,193,1092790_20260427003810_1.png,2560,1600
Health,1208,1238,108,196,1092790_20260427003810_1.png,2560,1600
Health,2182,1240,108,198,1092790_20260427003810_1.png,2560,1600
Health,1206,550,115,166,1092790_20260427003810_1.png,2560,1600
Health,2124,545,105,163,1092790_20260427003810_1.png,2560,1600
Card,1356,169,412,595,1092790_20260427003859_1.png,2560,1600
Card,1793,174,447,577,1092790_20260427003859_1.png,2560,1600
Card,1364,806,434,680,1092790_20260427003859_1.png,2560,1600
Card,1833,806,472,673,1092790_20260427003859_1.png,2560,1600
Card,922,171,412,585,1092790_20260427003859_1.png,2560,1600
Card,874,791,459,693,1092790_20260427003859_1.png,2560,1600
Health,2174,1253,125,196,1092790_20260427003859_1.png,2560,1600
Health,1687,1251,113,183,1092790_20260427003859_1.png,2560,1600
Health,1208,553,108,163,1092790_20260427003859_1.png,2560,1600
Health,1196,1251,115,181,1092790_20260427003859_1.png,2560,1600
Sigil,1462,367,206,176,1092790_20260427003859_1.png,2560,1600
Sigil,1916,370,196,166,1092790_20260427003859_1.png,2560,1600
Sigil,1999,1258,171,176,1092790_20260427003859_1.png,2560,1600
Sigil,1010,1256,188,181,1092790_20260427003859_1.png,2560,1600
Sigil,1040,548,163,163,1092790_20260427003859_1.png,2560,1600
Attack,1886,1253,108,216,1092790_20260427003859_1.png,2560,1600
Attack,1386,1251,118,213,1092790_20260427003859_1.png,2560,1600
Attack,929,555,100,183,1092790_20260427003859_1.png,2560,1600
Attack,907,1251,98,216,1092790_20260427003859_1.png,2560,1600
Attack,902,1243,113,231,1092790_20260427004118_1.png,2560,1600
Attack,1886,1248,108,218,1092790_20260427004118_1.png,2560,1600
Attack,1848,543,95,188,1092790_20260427004118_1.png,2560,1600
Health,2119,548,110,163,1092790_20260427004118_1.png,2560,1600
Health,2169,1253,125,186,1092790_20260427004118_1.png,2560,1600
Health,1206,1248,115,191,1092790_20260427004118_1.png,2560,1600
Sigil,1477,377,191,161,1092790_20260427004118_1.png,2560,1600
Sigil,1035,380,178,148,1092790_20260427004118_1.png,2560,1600
Sigil,1022,1256,173,183,1092790_20260427004118_1.png,2560,1600
Sigil,1953,555,161,153,1092790_20260427004118_1.png,2560,1600
Card,919,169,407,577,1092790_20260427004118_1.png,2560,1600
Card,1364,174,399,567,1092790_20260427004118_1.png,2560,1600
Card,1815,169,427,572,1092790_20260427004118_1.png,2560,1600
Card,1853,816,457,655,1092790_20260427004118_1.png,2560,1600
Card,894,806,442,675,1092790_20260427004118_1.png,2560,1600
Card,912,169,414,572,1092790_20260427004206_1.png,2560,1600
Card,1361,176,422,567,1092790_20260427004206_1.png,2560,1600
Card,1366,806,437,673,1092790_20260427004206_1.png,2560,1600
Card,1846,806,464,673,1092790_20260427004206_1.png,2560,1600
Card,879,796,462,693,1092790_20260427004206_1.png,2560,1600
Health,1201,1253,110,188,1092790_20260427004206_1.png,2560,1600
Health,1687,1248,115,186,1092790_20260427004206_1.png,2560,1600
Health,2169,1253,133,186,1092790_20260427004206_1.png,2560,1600
Sigil,1509,1251,171,188,1092790_20260427004206_1.png,2560,1600
Sigil,1010,1253,176,191,1092790_20260427004206_1.png,2560,1600
Sigil,1042,370,168,156,1092790_20260427004206_1.png,2560,1600
Sigil,1479,372,178,158,1092790_20260427004206_1.png,2560,1600
Attack,1878,1251,108,218,1092790_20260427004206_1.png,2560,1600
Attack,899,1248,100,226,1092790_20260427004206_1.png,2560,1600
Attack,1391,1251,110,213,1092790_20260427004206_1.png,2560,1600
Attack,902,1245,110,213,1092790_20260427004437_1.png,2560,1600
Attack,1396,1243,105,223,1092790_20260427004437_1.png,2560,1600
Health,1196,1248,125,183,1092790_20260427004437_1.png,2560,1600
Health,1682,1251,131,178,1092790_20260427004437_1.png,2560,1600
Sigil,1035,1256,156,183,1092790_20260427004437_1.png,2560,1600
Sigil,1926,372,186,156,1092790_20260427004437_1.png,2560,1600
Sigil,588,367,191,171,1092790_20260427004437_1.png,2560,1600
Card,1790,169,442,565,1092790_20260427004437_1.png,2560,1600
Card,1361,791,464,678,1092790_20260427004437_1.png,2560,1600
Card,879,799,467,680,1092790_20260427004437_1.png,2560,1600
Card,455,166,439,582,1092790_20260427004437_1.png,2560,1600
Card,902,801,432,665,1092790_20260427004614_1.png,2560,1600
Card,458,166,432,580,1092790_20260427004614_1.png,2560,1600
Card,914,174,419,565,1092790_20260427004614_1.png,2560,1600
Card,1361,171,414,570,1092790_20260427004614_1.png,2560,1600
Card,1798,174,419,567,1092790_20260427004614_1.png,2560,1600
Health,1201,1253,115,186,1092790_20260427004614_1.png,2560,1600
Sigil,1025,1266,176,148,1092790_20260427004614_1.png,2560,1600
Sigil,1918,375,188,156,1092790_20260427004614_1.png,2560,1600
Sigil,1474,370,193,166,1092790_20260427004614_1.png,2560,1600
Sigil,1032,365,183,178,1092790_20260427004614_1.png,2560,1600
Sigil,578,360,201,181,1092790_20260427004614_1.png,2560,1600
Attack,907,1251,98,201,1092790_20260427004614_1.png,2560,1600
Health,1203,1248,118,196,1092790_20260427004828_1.png,2560,1600
Health,711,1243,115,196,1092790_20260427004828_1.png,2560,1600
Sigil,1027,1261,163,178,1092790_20260427004828_1.png,2560,1600
Sigil,538,1251,158,178,1092790_20260427004828_1.png,2560,1600
Attack,907,1243,108,221,1092790_20260427004828_1.png,2560,1600
Attack,415,1245,110,218,1092790_20260427004828_1.png,2560,1600
Card,402,806,462,670,1092790_20260427004828_1.png,2560,1600
Card,887,801,454,673,1092790_20260427004828_1.png,2560,1600
Card,385,801,477,678,1092790_20260427004947_1.png,2560,1600
Card,889,806,447,668,1092790_20260427004947_1.png,2560,1600
Card,1369,799,459,678,1092790_20260427004947_1.png,2560,1600
Card,1354,179,417,560,1092790_20260427004947_1.png,2560,1600
Card,919,181,422,575,1092790_20260427004947_1.png,2560,1600
Card,458,176,432,560,1092790_20260427004947_1.png,2560,1600
Health,1622,545,125,183,1092790_20260427004947_1.png,2560,1600
Health,1160,553,131,161,1092790_20260427004947_1.png,2560,1600
Health,721,545,123,183,1092790_20260427004947_1.png,2560,1600
Health,1690,1258,128,191,1092790_20260427004947_1.png,2560,1600
Health,1206,1253,110,186,1092790_20260427004947_1.png,2560,1600
Health,711,1248,123,198,1092790_20260427004947_1.png,2560,1600
Sigil,1582,1240,120,133,1092790_20260427004947_1.png,2560,1600
Sigil,1489,1323,133,131,1092790_20260427004947_1.png,2560,1600
Sigil,1030,1263,163,181,1092790_20260427004947_1.png,2560,1600
